stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,3,11,13,0,0,0,0,5,98,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.97,0,5.36,1.69,2.82,0,0,0,0.28,0,0,0,0,0,1.41,5.07,0.28,15.78,0,1.13,0.56,0.28,8.17,27.9,0,0,0,18.6,0.56,0,6.2,0,0,0.85,0,0,0.28
21Day,7.77,1.85,0,12.95,1.48,4.07,0,1.85,0,3.7,0,0.37,1.48,5.92,0,0.74,9.99,3.7,31.82,0,0,5.92,0,5.18,18.5,0,0.37,0,15.54,3.33,0,1.85,0.37,0.74,0,0.37,0,7.77
3Month,0,1.56,0.21,9.47,0,0,1.04,0.73,0.52,20.18,0,33.6,14.15,2.08,1.35,0.31,5.3,7.39,4.68,1.14,0.1,0.62,3.54,0.21,0.1,0.42,0.21,0,0.21,0.94,3.12,0.1,0,0,0.42,1.46,0.62,11.75
22Month,0,3.01,0,5.88,0,0,0.55,0.14,0.55,43.86,3.96,67.5,12.85,3.42,2.05,0.27,1.64,10.8,8.47,0,5.6,1.23,0,0.55,0,0.41,0.55,0.14,0.41,0.14,0.68,1.64,0.14,0,0,0,0,7.79
