stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,0,0,3,4,97,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.1,5.07,0.56,0,0,0,0,0,0,0,0,0,0,0.28,2.25,0,2.54,0,0.28,0,0.28,13.81,7.33,0,0,0.56,0,0,0,8.46,0,0.28,0,0,0
21Day,0,0,0,1.11,2.59,0.37,0,0.37,0,0,0,0,0.37,0,0.37,0.37,0,1.48,0,1.11,0,0,0.37,0,7.03,3.7,0,0,0.37,0.74,0,0.74,2.22,0.37,0.37,0,0,0.37
3Month,0.42,1.56,1.14,40.46,1.77,0,0.31,0.52,0.31,1.14,4.68,0.1,16.33,3.95,0.73,4.47,11.03,3.95,2.91,5.82,0.94,0,0.42,4.47,21.01,0.42,2.91,0.42,0.21,1.77,0.1,130.65,0.42,0,0.83,1.25,363.96,3.02
22Month,0.14,5.6,1.23,21.32,0.27,0,0.14,0,0,0.68,6.7,2.73,34.57,0.27,0.55,5.74,1.23,0.27,4.78,7.52,0.55,2.05,0.82,0.41,7.65,0.68,1.09,0.14,0,0.27,0,38.54,3.01,0,0.27,0,1.5,0.68
