stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,503,2,12,0,0,0,2,2,66,0,0,3,0,0,0,0,0,0,1,0,0,0
72hpf,6.48,1.41,0,129.09,0.28,11.84,0,0.28,0,0,0.56,0,0.28,0,0.85,0.56,6.48,1045.66,1.97,14.66,0,1.41,1.13,0.28,79.76,38.33,0.28,0,17.19,0.28,0,0,5.07,0.56,0,1.13,0,0,0
21Day,6.29,0.74,0.74,679.3,1.48,15.91,0,3.7,0,0,0.74,0,3.7,1.48,6.29,1.48,8.14,397.37,2.96,17.76,0,0,2.59,0,22.94,10.73,0,0,7.77,12.95,0,0,2.59,2.59,9.25,1.48,0,0,3.33
3Month,0.52,2.18,2.29,910.77,0,0,2.29,0.52,0.21,5.51,7.07,0.1,27.77,10.61,1.14,14.77,10.4,233.21,9.88,10.92,2.6,0.31,2.18,2.18,1.66,0.62,1.87,1.25,0.62,5.41,0.1,7.18,0.1,0.1,0,0,4.47,5.3,6.87
22Month,0,0.27,7.11,91.01,0.14,0,0.68,0.14,0,1.64,1.78,0.27,9.57,0.96,0,0.96,0.68,37.44,0.68,0.82,0.14,0.27,0.27,0,0.14,0,0.55,0.55,0.14,0.27,0,0.41,0.14,0.14,0,0,0,0,0.27
