stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0,0.56,0,27.06,0.56,0,0.28,0,0,0,0,0,2.25,3.66,0,0,0
21Day,0.37,0.37,1.11,1.11,0,0,0,0.37,0,0,0.37,0.74,1.48,0,2.59,0.74,0,0.37,1.11,0.74,0,0,0,14.8,82.14,0,0,0
3Month,0.1,0,0.94,0,0.1,0.1,2.08,0,0.94,0.42,0.42,0.42,0.42,0.1,0.42,0.1,0.21,0.1,0.1,0.94,0.1,60.75,0.21,0.1,0.21,0.1,7.49,0.1
22Month,0.14,0,0,0,0,0,1.64,0,0,0,0,0.14,0,0,0,0,0,0,0.14,0,0,9.84,0.14,0,0,0,0,0.14
