stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,3,0,105,2,0,0,3,0,0,1,0,1,1,0,1,0,3,4,397,68,0,0,0,1,10,403,0,0,0,14,0,0,0,0,0,0,1,0,0,0
72hpf,11.84,2.25,0,60.6,9.3,3.66,0,0.85,0,0,3.66,0,0,0.28,0,1.13,0,4.79,202.09,180.66,116.69,0,2.25,2.25,0.28,51.3,39.18,0.85,0.28,0,188.84,1.13,0,0,12.68,0.28,0.56,11.84,0,0,0
21Day,10.73,0.74,0,110.63,4.44,9.25,0,3.7,0,0,13.69,0.37,0,3.33,103.97,10.73,2.96,2.22,62.9,324.85,175.74,0.37,0.37,15.91,0,15.91,18.5,0.74,0.74,0,81.4,15.91,0,0.74,6.29,2.22,2.96,1.11,0,0,2.96
3Month,1.25,6.14,3.12,126.07,0.83,0,2.7,0.62,3.43,8.43,88.1,0,0,62.41,1647.32,2.6,21.64,6.24,83.21,461.42,436.25,118.37,0.31,10.82,5.51,3.74,1.66,3.85,2.08,0,4.16,6.14,7.39,15.19,1.35,0.31,0,4.89,8.32,15.29,13.31
22Month,0.96,5.74,0.96,32.25,0.41,0,3.96,0.27,0.68,0.68,42.22,1.91,0,47.14,641.16,5.19,3.83,0.96,9.84,531.16,414.18,12.3,3.55,5.6,0.55,0.68,0.55,9.98,2.05,1.09,1.37,1.64,0.27,3.14,1.64,0.55,0,1.78,0,0.27,8.88
