stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,5,0,46,0,0,0,0,0,0,99,0,0,0,0,1,0,2,23,0,0,0,0,28,151,10,0,2,0,0,0,0,0,1,0,0,0
72hpf,20.01,7.89,0,27.9,16.63,21.7,0,0,0,0,0.28,0,0,1.41,0,3.95,46.22,2.25,57.22,0,0.85,2.25,0.56,1571.02,182.36,25.08,1.13,32.41,0.56,0.28,21.14,3.1,1.41,2.82,0,0,0
21Day,9.25,0.74,0.37,25.16,8.51,12.95,1.85,0.37,1.11,0,0,2.22,0.37,4.44,1.85,0.74,17.39,5.55,13.69,0,0.37,6.29,0.37,431.4,54.76,19.24,0.74,4.44,12.58,0.37,4.81,4.07,3.7,1.48,0.37,0,3.7
3Month,0.1,2.18,0.1,6.35,1.87,0,0.1,0.52,0.42,0,0,2.18,1.35,0.1,0.94,0.21,4.06,0.73,0.62,0.21,0.1,0.52,0.1,4.68,0.83,41.92,0,0,0.42,1.87,0.31,0.31,0,0.1,0.42,2.81,0.52
22Month,0.14,0.41,0.27,0.55,1.37,0,0,0.27,0.41,0.27,0,5.06,0,0,0.96,0,2.05,0.41,0.55,0.14,0,0.55,0,4.51,0.41,38.13,0.27,0,0.27,0.55,2.05,0.27,0,0,0.27,0,0
