stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,3,0,42,0,1,0,0,0,0,0,0,0,0,3,2,3,40,0,1,0,0,15,153,0,0,0,1,0,0,0,0,0,0
72hpf,3.38,0.56,0,3.95,0.56,0.28,0,0,0,0,0,0,0,0,1.13,7.05,0,10.99,0,0,0.56,0,58.91,14.09,0.85,0,0,14.66,0,0,4.51,0,0,0
21Day,8.14,0.37,1.48,6.29,0,0,0,0,0,0,0,0,0,0,1.11,2.22,0.37,8.51,0,0,1.48,0,2.59,1.11,0.37,0,0,11.84,0.37,0.37,0.74,0,0,0.37
3Month,0.1,0.31,4.37,15.08,0,0,0.1,2.5,0.83,0,2.7,0.73,0.1,1.46,0.52,6.97,0.94,8.95,0.21,0,12.48,0.21,0.1,0,0.52,0,0,0,0.31,10.92,0,0.21,8.11,0.1
22Month,0,0.55,3.69,6.7,0,0,0.55,2.6,0.14,0.14,3.42,0.27,0,1.09,0.41,1.91,0.41,5.74,0.27,0.55,3.14,0,0,0,0.41,0.14,0.41,0,0.14,15.58,0,0,0.27,0.27
