stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0,1.13,0,0,0.28,0,14.66,0.85,0,0,0.28,0,0,0.56,0,0,0,0,0,0
21Day,2.59,0,0.37,113.22,0,4.07,0,0.74,0,0,0.37,0.74,0,0,0,2.96,19.61,1.11,6.66,0,0.37,22.57,0,6.66,2.22,0,0.37,4.81,1.48,0.37,0.37,0.37,0.37,0,0,0,1.48
3Month,0.1,1.46,0.83,182.13,0.21,0,0.94,0.1,0.1,3.22,3.02,9.99,4.16,0.1,6.76,24.13,8.22,2.7,15.19,10.19,0.21,119.72,12.79,1.87,0.1,0.83,0.52,0.1,1.87,8.01,0.21,0.31,0,0.1,0.73,3.02,2.5
22Month,0.14,1.23,0.27,96.75,0,0,1.09,0,0,1.23,2.05,11.07,1.09,0.41,4.1,3.83,2.32,2.19,6.83,0.41,0.82,61.9,1.37,1.23,0,0.55,0.41,0,0.14,3.14,0,0,0,0,0,0,0.96
