stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0,38.9,4.51,0,0,0,0.85,0,0,0.85,0.56,0,0,0,0,0
21Day,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0,1.48,0,0,0,0,19.98,1.48,0,0,0,0.74,0.74,0,0.37,1.11,1.85,0.37,0,0,0
3Month,0.1,0,0.31,3.74,0,0.1,0.1,0.21,0.62,0,3.74,0.42,0.31,1.35,0.31,0.62,0.73,0.94,0.52,0,0.1,0.1,1.46,0.21,1.04,0.1,0,0.1,0.21,2.18,0.1,0,0,0,0.21,0.62,0.52
22Month,0,0.82,0.14,2.19,0,0.14,0.27,0.55,2.05,1.23,21.86,1.91,0.68,3.01,0,0.96,2.32,8.34,0.41,1.23,0.14,0,1.09,0,1.09,0.14,0.14,0.27,0.14,0.55,0.14,0.41,0,0.14,0,0,0.14
