stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,25,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,45,0,0,0,0,6,14,0,0,7,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,52.14,0,38.05,0.85,2.54,0,0,0,0,0.28,0,0,0,0,0,0.56,78.92,10.99,81.74,0,0,4.79,0,18.6,6.76,0,0,96.67,0,0,0,2.54,0,0.28,1.41,0,0,0
21Day,2.22,28.86,0.37,47.73,0.37,4.07,0,1.48,0,0,0,0,1.48,0,2.59,0.74,2.22,7.4,12.21,126.17,0.37,0,13.69,0,6.66,2.22,0.37,0.74,44.03,5.18,0,0.74,0.37,1.48,0.74,1.48,8.14,0,0.74
3Month,0.42,173.5,0.83,134.18,0.52,0,1.56,0.52,2.91,4.37,9.26,0.94,21.32,8.32,0.31,11.75,5.72,61.79,62.72,181.3,22.05,0.1,13.21,1.98,3.22,0.21,2.29,0.73,35.05,5.3,0.1,6.24,0.62,0,0,0.83,395.37,5.51,6.35
22Month,0.41,141.98,0,71.6,0,0,0.82,0.27,0.68,0.96,3.55,0.41,19.95,1.91,1.09,2.46,0.82,11.21,31.84,85.68,2.32,0.55,10.25,0,2.05,0,1.09,0.68,29.38,0.27,0,2.19,0.41,0.27,0,0.41,56.03,0,1.78
