stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,0,0,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,4.51,1.13,0.85,0,0,0,0,0,0,0,0,0,0,1.69,13.53,1.13,3.38,0,0,0,0,37.2,11.56,0,0,4.23,0,0.28,1.41,0.28,0,0,0,0
21Day,1.48,0.37,0,10.73,0,1.48,0,0.37,0,0,0,0.37,0,0,1.11,0.74,0.37,7.4,0.74,12.95,0,0,2.22,0,11.84,8.14,0,1.11,6.66,0.74,0.37,4.07,0,0,0,0,0.37
3Month,0.1,0.42,1.25,22.78,0.21,0,0,0.21,0.21,5.2,0.62,0,7.8,0.73,0.1,5.41,1.46,9.47,2.29,5.51,1.14,0,2.39,0.73,0.52,0.31,0.31,0.83,0.31,0.73,7.28,0.31,0.1,0.31,1.25,0.21,1.25
22Month,0.14,0,0.41,3.14,0.14,0,0.14,0,0,1.37,0.82,2.6,8.34,0.14,0.27,10.11,0.14,0.96,1.23,2.87,0.27,0.27,0.27,0.14,1.09,0,0.82,0.68,0.14,0.14,2.73,0.14,0.68,0.14,0.14,0,0.82
