stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,675,3,0,9,0,0,0,1,0,2,0,1,1,0,0,0,2,13,167,60,0,0,0,0,7,105,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,611.61,14.37,0,9.86,1.97,16.35,0,0.28,0,3.1,0,0.28,0.85,0,1.41,0,6.2,28.75,14.09,29.59,0,0.28,1.41,0,136.41,71.87,0,0.85,35.23,0.85,0,10.43,1.13,0.56,8.46,0,0,0
21Day,552.02,9.62,2.59,35.52,2.22,24.05,0,1.85,0,8.14,0.37,0,8.88,2.22,11.84,3.33,2.59,22.57,20.35,48.1,0,0,13.69,0,49.21,26.27,1.11,2.96,19.98,15.54,0.74,4.81,3.33,9.99,14.06,0,0,10.36
3Month,50.66,4.89,0.31,4.89,0.1,0,0,0,0.73,23.72,0,0,9.15,29.23,0.21,3.33,0.62,1.46,18.52,8.22,0.42,0,4.68,0.42,0.62,0,0.52,0.1,0.21,1.35,1.66,0.1,0,0,0.31,1.77,0.73,20.28
22Month,40.31,3.14,0.27,0.82,0.14,0,0.14,0,0.14,41.13,0.14,0,14.48,8.47,0.82,1.5,0.82,0.55,18.86,3.01,0.14,0.14,1.37,0,0.41,0.27,0.14,0.14,0,0.68,1.23,0,0,0,0,0.27,0,8.06
