stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,1.13,2.25,0,1.97,0,0,0,0,3.66,4.51,0,0,0,0.85,0,0,1.13,0.85,0,0.85,0,0,0
21Day,1.11,0.37,0,3.33,0,0,0,0,0,0,0,0,0.37,0.37,0,0.74,0.74,2.96,0,0,1.48,0,2.59,5.55,0,0,0,0.37,1.48,0,11.84,1.11,0.37,0.37,0,0.37,0.37
3Month,0.42,1.14,2.29,20.39,0.1,0.94,0.62,3.85,6.66,0,25.38,8.32,1.14,11.55,2.7,5.62,5.3,7.07,1.46,0.21,1.66,3.85,1.56,0.42,1.77,1.04,0,0.52,8.01,0.1,866.57,0.73,0,0,4.58,328.59,6.03
22Month,0,1.37,0.68,4.65,0,0.14,0,0.96,2.73,0.82,22.55,1.23,0.82,4.51,0.68,0.55,3.28,2.46,0,1.09,0.14,0.14,0.82,0.27,0.82,0.68,3.42,0.41,0.96,0,145.8,0.41,0,0.14,0.27,1.64,1.5
