stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,0,0.56,0,0,0,0,0,0,0,0,0,1.13,5.36,30.44,0,0.56,0,1.13,0,1.97,2.25,1.13,0,0,0,0.56,0,0,0,0.28,0,0.28,0,0,0
21Day,0,0,0.37,3.7,0,0,0,0,0,0,0.37,0,2.96,0,0,0.74,0.37,0,0,0.74,0,0,0,1.48,0.37,0,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0
3Month,0.31,1.46,9.78,69.69,0.1,0,1.87,0.21,0.1,5.1,7.91,0.21,930.43,29.23,0.42,83.01,3.33,22.99,3.95,7.18,1.25,2.39,2.29,91.74,0.73,0.1,1.25,1.14,0,0.31,14.46,0.31,2.6,0.62,0,0,2.5,2.5,6.35
22Month,0.14,0.41,3.14,9.16,0,0,1.37,0,0,0.68,1.64,0.82,502.73,4.51,0.41,33.21,0.41,4.37,1.5,1.23,0.14,20.5,0.68,5.6,0.27,0,0,0.41,0.27,0.14,0.68,0,0,0.41,0.82,0,0,0,0.55
