stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,4.81,0,0.74,10.36,0.37,5.55,0,0.74,0,0,0.74,0,104.34,0,1.11,2.22,1.11,5.55,2.96,8.88,0,1.11,1.11,0,14.06,4.07,0,0.74,4.44,8.14,0,0,1.85,0,2.96,0.37,0,0,1.85
3Month,0.21,1.56,4.58,15.29,0,0,2.39,0,0.1,2.5,4.06,0.1,1230.21,3.64,0.31,15.6,3.95,4.47,2.81,4.37,0.94,2.81,3.54,2.29,1.14,0.1,1.56,1.35,0.1,14.67,0.21,3.74,0.31,0,0,0.1,2.5,2.39,3.54
22Month,0.96,1.5,1.23,3.01,0.14,0,4.51,0.14,0,0.41,3.01,0.55,1163.57,0.82,0,5.6,0.41,0.96,2.46,3.69,0,39.22,0.68,0,0,0,0.14,1.37,0.27,1.64,0,2.05,0.14,1.09,0,0.14,0,0,0.82
