stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.69,0.56,1.13,0,0,0,0,0,0,0,0,0,0,0.28,4.51,0.28,3.66,0,0.28,0,0,10.71,12.97,0,0,1.69,0.56,0,0.56,0,0.28,0.28,0,0,0
21Day,2.22,0,0.74,7.77,0.37,5.55,0,3.7,0,0,0.37,0,0,0,1.11,0.37,0.37,1.85,2.22,6.29,0,0,1.48,0,3.7,4.07,0.37,0,1.48,1.11,0,0.37,0.37,0.37,0,0,0,1.11
3Month,0.21,0.83,0,7.91,0.1,0,0.21,0.42,0.1,0.73,1.87,0,15.71,2.81,0.31,2.39,0.62,3.74,2.91,2.6,1.35,0,0.31,0.52,0.1,0,0.21,0.21,0.31,0.42,3.02,0.1,0,0,0.1,0.52,1.46,2.39
22Month,0,0.14,0.14,1.37,0,0,0,0,0,0.14,1.78,0.27,16.26,0.55,0.82,1.37,0,0.41,0.82,0.82,0.14,0,0.41,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0.68
