stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,18,12,0,0,0,0,16,46,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,1.69,0,3.38,0.56,0.85,0,0.28,0,0.28,0,0.28,0,0.28,0,2.54,9.3,2.82,7.61,0,2.25,0,0.56,45.38,12.97,0.28,0.85,0,5.64,0,0,0,3.38,0,4.51,0,0,0
21Day,0.74,0.37,0.37,8.14,0.74,2.59,0,0.37,0.37,1.85,0,4.44,1.48,4.07,1.85,0.37,5.18,12.21,9.62,0,0,0,0.37,23.31,5.92,0.74,0.37,0,3.7,2.96,0,0,0.37,0.37,1.11,0,0,1.11
3Month,0,1.14,0.52,13.42,0.21,0,0.31,0.1,6.14,4.68,0,58.67,4.68,0.73,9.15,0.52,2.6,8.84,3.12,0.83,0.21,2.6,0.83,1.14,0,2.6,0.52,0,0.1,1.04,0.1,10.09,0.31,0,0,0.21,2.29,2.81
22Month,0.27,0.41,0.82,4.65,0,0,0.14,0.27,2.73,7.52,0.68,49.88,1.64,0.68,7.38,0.14,0.82,9.02,2.19,0.14,1.5,0.82,0.14,0.55,0.14,1.91,0.41,0.14,0.14,0.14,0,3.28,0.27,0,0,0.14,0,0.96
