stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,440,0,0,22,1,0,0,0,0,0,0,0,0,0,0,2,3,58,0,0,0,0,3,62,0,0,0,7,0,0,0,0,0,0,0,0,0
72hpf,400.79,0.56,0,3.95,3.66,6.2,0.28,0,0.28,0,0,0,0.28,0.28,1.13,14.66,2.54,20.86,0,0,0.56,0.28,72.15,22.55,0,10.71,0,27.62,0,0.28,4.23,1.13,0,1.13,0,0,0
21Day,345.2,0.74,0.37,14.06,1.85,12.21,1.85,0,0.37,0,2.22,1.11,3.7,4.07,0,7.77,0.74,33.67,0,0,3.7,0,21.83,8.88,0.37,17.02,0,21.46,6.66,0.37,1.11,0.37,3.7,0.74,0,0,1.85
3Month,5.72,0.21,0,1.35,0.1,0,0,0,0.73,0,4.78,0.21,0,0.94,0,0.83,0.52,1.35,0.21,0,0.31,0.1,0.21,0.1,0,6.24,0,0,0.1,2.29,0,0,0,0,0.52,0.94,0.73
22Month,2.46,0.55,0,1.64,0,0,0,0.14,1.5,0.55,11.75,0.27,0.14,0.27,0,0.14,1.23,2.6,0,0.68,0.14,0,0,0,0.14,2.6,0.14,0.14,0,0.27,0,0.14,0,0,0,0,0.68
