stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,1,90,0,0,0,3,0,0,0,0,0,2,0,0
72hpf,1.97,0.28,0,1.13,0.56,1.69,0,0.28,0,0,0,0,0,0,0,0,0.28,1.97,0,3.38,0,0,1.97,110.2,15.5,0,0,0,1.69,0,0,3.66,0,0,0.56,0,0
21Day,11.1,0.37,0,2.96,2.22,3.33,0,0.37,0,0.37,0,0,0,0,0.74,0.74,0,0.74,0.37,18.13,0,0,2.22,65.12,2.59,0,0.37,0,4.07,3.33,0,0.74,0.74,0.74,0.74,0,0.74
3Month,0.1,0,0.1,1.98,0.1,0,0,0.1,0.31,0,0.42,0,2.39,0.1,0.1,0.21,0.21,0.52,0.1,9.47,2.81,0,0.1,0.62,0,0.21,0,0,0,0.21,0.21,0.1,0,0,0.1,0.1,0.21
22Month,0,0.14,0.27,0.41,0,0,0.14,0,0.14,0,0.41,0.14,7.52,0.27,0.27,0.41,0,0.27,0.68,3.28,0,0.14,0,1.09,0,0,0,0.14,0,0,1.23,0.14,0.14,0,0,0,0.27
