stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,2.54,0.28,0.28,0,0,0,0,0,0,0,0.56,0,0.56,5.64,0.28,0.28,0,0,0,0,7.61,2.54,0,0.28,1.13,0,0,0.56,0,0,0,0,0
21Day,0.74,0,0.37,6.29,0,0.74,0,1.11,0,0.37,0,0,0,1.11,0,0.74,5.18,1.48,1.85,0,0,0.37,0,4.07,1.11,0.37,0,2.22,0,0,0.74,0.37,0,0,0,0.74
3Month,0,1.04,0.31,17.06,0.31,0,0.31,0.21,7.8,4.89,0,13.11,9.26,0.1,7.39,1.56,3.54,6.66,3.85,0.83,0,1.77,0.42,0.94,0,0.94,0.42,0.42,0.42,3.54,0,0,0.1,0.94,1.77,7.28
22Month,0.14,2.05,0.68,4.24,0,0,0,0,1.64,7.11,1.64,18.58,2.87,0.55,6.56,0.27,0.68,4.78,3.83,0.27,0.96,1.64,0,0,0,0.82,0.68,0.14,0,0.82,0.68,0,0,0.14,0,1.91
