stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,56,61,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,174,0,0,0,0,44,433,3,0,37,0,0,0,0,0,0,47,0,0,0
72hpf,80.61,66.8,0,21.98,7.33,24.24,0,1.13,0,0,0.28,0,0,0.28,0,1.13,0,9.3,36.36,4.23,408.96,0.28,2.82,21.14,0.85,2261.55,381.9,1.13,5.92,372.32,1.41,0,0.28,53.83,0.85,2.54,39.46,0,0,0
21Day,40.33,42.55,1.48,22.94,8.51,33.3,0,4.44,0.37,0,0.37,0.74,0,2.96,0.37,6.29,6.29,1.85,20.72,5.55,556.46,0,0,29.97,0.37,542.03,156.87,1.48,2.22,273.05,34.41,0,1.85,9.99,3.33,12.58,10.36,0.74,0,5.55
3Month,0.31,27.77,0.1,2.81,0.31,0,0.1,0,0.1,0.62,1.66,0,0,4.06,1.66,0.1,1.46,0,0.83,1.14,28.08,2.7,0,1.77,0.31,0.73,0.42,0.73,0.1,0.42,0.62,0.1,8.43,0,0,0,0.21,1.25,1.25,0.31
22Month,0,78.03,0.41,2.05,0.14,0,0.14,0,0.14,0,1.23,3.28,0,22.14,0.82,0.68,1.78,0.41,0.27,0.82,24.73,1.09,0.27,1.64,0,0.68,0.68,1.09,0.14,1.23,0,0,6.42,0.41,0,0,0.14,0.14,0,0.55
