stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,1.69,0.56,0,0,0,0,0,0,0,0,0,0.28,11.27,0.28,0.56,0,0.28,0,0.56,2.82,0.85,0.28,0,1.41,0,0.28,0.56,0,1.13,0,0,0
21Day,0.74,0,0.74,7.03,0.74,0.74,0,0,0,0,1.11,0,0,0.37,2.22,66.23,0,2.59,0,0,0,1.11,2.96,0.74,0,0,1.11,0,0.74,0.37,1.11,1.48,0,0,0.74
3Month,0.21,0.31,3.12,76.66,0,0,0.83,4.47,1.46,0,172.15,2.39,0.1,13.63,0.94,3.22,3.95,2.39,0.42,0.62,2.5,24.34,0.52,0.1,2.08,0.94,0.21,2.91,9.47,0.21,0,0.1,0.42,1.04,3.64
22Month,0.14,0.68,2.32,11.34,0,0,1.5,2.05,1.37,0.68,173.13,1.23,0.14,13.94,0.68,0.68,2.19,5.06,0.41,7.11,1.5,0.55,0.41,0.41,2.46,0.96,0,0,5.74,0.96,0,0.14,0.27,0,1.09
