stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0.85,0,0,0,0,5.64,1.97,0,0,0,0.28,0,0.28,0.85,0,0,0,0
21Day,0.74,0,0.37,2.96,0,0.37,0,0,0,0.37,0,1.48,0.37,0,1.48,1.11,0.37,0,0.37,0,0,0,0,2.59,1.48,0,0,0,0.74,0.37,0,0.37,0.37,0,0,0
3Month,0.42,0.21,0.21,9.99,0.1,0,0.42,0,0.73,0.42,0,161.23,1.46,0.1,21.64,1.87,2.18,0.21,1.77,0.1,0.42,0.31,1.35,1.04,0.1,0,0.42,0,0,2.39,3.85,0.52,0,0.21,1.04,0.73
22Month,0.14,0.41,0,1.5,0.14,0,0.14,0.14,0.41,0.96,1.78,90.33,0.14,0,10.8,0.27,0.27,0,0.96,0,2.6,0,0,0.41,0.14,0.41,0.41,0.14,0.14,0.27,1.23,2.6,0,0,0,0.14
