stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,10,0,15,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,34,0,0,0,0,25,487,0,0,0,6,0,0,0,0,0,1,0,0,0
72hpf,7.61,10.71,0,3.95,0.85,2.54,0,0,0,0,0,0,0,0,0.56,0,1.97,7.89,1.13,23.11,0,0.85,0.56,0,388.39,135.01,0.28,1.13,0,15.5,0.56,0,38.05,0.28,0.28,2.54,0,0,0
21Day,8.14,4.07,0,5.18,0,5.18,0,0,0,0,0,0,1.11,0,0.74,1.11,0.37,4.44,4.81,18.87,0.37,0,3.7,0,111,31.08,0.37,0.74,0,5.92,2.59,0.74,9.25,1.11,0,0.74,0,0,0.37
3Month,0.21,2.29,0.1,2.08,0,0,0.1,0,0.31,0.52,0.21,0,29.75,0.73,0,1.66,0.52,0.62,1.14,2.39,0.31,0.1,2.7,0.42,1.04,0.31,0.21,0.1,0,0.1,0.42,2.91,1.14,0,0,0.1,0.52,1.04,0.73
22Month,0.27,3.69,0.27,2.05,0,0,0.14,0,0.14,0,1.91,0.96,64.23,0.27,0.14,1.64,0.14,1.09,2.32,2.32,0,1.37,0.41,0,1.64,0.14,0.14,0.55,0.14,0,0,0.14,1.78,0,0,0,0,0,0.41
