stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.85,0,0,0,0,0,0,0,0.28,0,0,0.28,0.28,0,0,3.66,0,5.64,0.28,0,3.66,5.36,0,0,0,4.51,0,0,0.28,0,0.28,0,0,0
21Day,2.96,0.37,0,2.96,2.22,0,0.37,0,0,0,0,16.28,0,0.37,0,0,1.85,0,11.47,0,0,0.37,0,2.96,2.59,0,0,0,7.4,1.48,0.74,1.48,0,0.37,0,0,0.74
3Month,0,1.14,5.41,12.9,0,2.29,0.21,0.1,3.33,4.58,0.1,692.55,3.54,0.21,16.64,2.29,2.7,3.22,22.68,3.74,1.25,2.08,1.87,0.42,0.21,0.83,1.25,0,0.73,17.79,9.47,0.31,0.1,0.83,3.22,6.35,3.43
22Month,0.41,2.46,0.55,3.83,0,3.14,0,0.14,1.09,2.87,1.23,542.22,1.37,0.82,2.73,0.14,0.41,3.14,32.93,0.96,18.72,0.96,0,0.55,0.14,0.27,0.68,0.55,0.27,0.14,2.32,0.27,0.14,0.14,0.27,0,1.23
