stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.41,0,0.56,0,0,0,3.66,0,0,0,0,0,0.28,2.54,0,0.56,0,0,0,0.28,4.23,1.13,0,0,0,0.56,0,0,0.28,0,0,0,0,0
21Day,2.59,0.37,0,52.54,0.74,1.48,0,0,0,14.8,0,0.37,0,0.37,0,1.48,4.81,6.66,2.22,0,0,1.11,0,3.7,2.22,0,0,0,0,2.22,0,0,0,0.37,0,0,0
3Month,0.42,2.7,1.46,220.2,0.21,0,4.78,0.21,4.06,660.72,0.1,23.2,20.39,0.94,10.51,6.24,13.52,17.37,7.7,1.14,0.21,3.64,3.22,13.21,0.21,1.56,0.62,0,0.42,5.1,7.49,0.52,0.21,0.21,3.64,4.58,18.83
22Month,0,1.91,0.96,33.48,0.14,0,2.32,0,1.23,365.81,1.09,12.57,2.46,0.68,2.6,0.14,1.64,5.88,1.09,0,0.41,2.32,0,3.14,0,0.41,0.55,0.55,0.14,0.41,0.27,0.82,0.68,0,0.14,0,4.78
