stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,2.54,1.41,0.85,0,0,0,0,5.36,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0.37,0,0,4.44,0.74,0,0.37,0,0.37,0,0,0,0,0,0,4.44,2.22,2.22,0,0,0,0,8.88,0.74,0,0,0,0.74,0.37,0,0.37,0,0,0,0,0
3Month,0,0.21,0.21,9.05,0,0,0,0.83,0.62,0,9.47,1.56,0.21,2.6,0.62,2.81,1.25,2.6,0.62,0,0.31,0.73,0.31,0,0.21,0.31,0,0.1,0.1,8.74,0.1,0.1,0,0.42,2.08,1.35
22Month,0.14,0.96,0.27,2.6,0,0.27,0.27,0.27,3.69,0.96,58.08,0.41,0.82,4.92,0.27,0.96,3.14,3.28,0.14,0.68,0.27,0,0.41,0,0.41,0,0.14,0,0.14,4.37,0.27,0,0.14,0,0,0.55
