stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,4,7,0,0,0,0,3,67,0,0,0,5,0,0,0,0,0,1,0,0,0
72hpf,1.97,0,0,0.85,0.28,0.56,0,0.85,0,0,0,0,0,0.56,0,1.41,3.66,0.28,1.69,0,0,0.28,0.28,14.37,9.02,0,0,0,2.54,0,0,0.85,0.28,0,0,0,0,0
21Day,2.96,0,0.37,4.81,0.37,1.48,0,0.74,0.74,0.37,0,0.74,0,2.59,1.48,0.37,1.11,1.11,8.51,0,0,0.74,0,6.29,4.07,0.37,0.74,0,4.07,1.85,1.48,1.85,0.37,0.37,0,0,0,0.37
3Month,0,0.62,1.77,24.44,0,0,0.62,1.66,2.5,2.29,0,55.55,2.7,2.39,19.76,1.98,7.18,3.02,5.93,1.25,0.1,0.62,3.12,0.94,0.1,1.56,0.52,0,0.1,2.6,47.95,0.21,0,0,0.31,0.52,31.41,4.89
22Month,0.27,2.05,1.37,7.65,0.27,0,0.82,0.82,1.5,3.01,5.6,83.08,1.64,3.28,19.54,0.27,1.64,5.33,7.11,0.14,2.73,0.68,0.27,0.82,0.27,1.78,0.55,1.37,0,0.68,11.75,0.82,0.27,0,0.14,0.27,0.27,2.6
