stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,6,0,24,0,0,0,0,0,0,0,1,0,0,0,0,5,17,5,5,0,0,0,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,3.38,0,5.64,1.97,0,0,0,0,0,0,0,0,0,0.56,0,2.82,41.43,3.66,3.1,0,0,0,0,5.36,1.97,0,0,0,2.25,0,0,0,0.85,0,0,0,0,0
21Day,0,0.74,0.37,34.78,2.96,2.22,0,0.74,0,0,0,0,0,0,4.81,3.33,2.96,22.2,12.21,6.29,0,0,0.37,0,2.59,1.11,0,0,0,2.59,1.11,0,0.37,0.37,0,1.11,0,0,1.11
3Month,0.21,5.2,4.16,101.42,0.21,0,0.94,0.52,15.29,5.93,0,0,14.25,9.36,4.58,37.03,6.97,14.98,36.61,11.23,1.25,0,11.86,1.56,1.77,0.31,4.58,0.1,0,0.31,1.77,0.1,15.81,0.73,0,0,4.37,4.26,23.09
22Month,0.68,8.06,5.47,55.34,0.41,0,0.55,0.68,15.99,9.57,21.18,0,270.98,3.96,8.61,60.67,2.05,3.42,40.86,10.39,0,4.65,4.51,0,1.5,0.14,2.6,0.96,0.41,0.41,0.55,0,19.95,0.55,0.41,0.14,0.55,0,5.88
