stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,2.82,0,0.28,0,0,0,0,0.56,0.28,0,0,0.28,0,0,0,0,0,0,0
21Day,0,0,0,2.59,0.37,0,0,0,0,0,0,0,0.37,0,0,3.33,0.37,1.11,0,0,0,0,1.11,0.37,0,0,0.37,0,0,0,0,0,0,2.22
3Month,0.1,0.31,0.42,8.43,0,0.21,0.31,1.66,2.18,0,8.01,2.7,0.83,3.95,0.62,0.62,2.7,1.35,0.73,0,0.62,0.52,0.1,0,0.83,0.31,0,0,1.56,0.1,0,0.42,0.42,9.78
22Month,0,3.14,1.09,9.57,0,0.41,0.27,2.32,6.42,0.96,22.14,3.69,4.1,14.76,0.55,1.64,6.7,3.28,0,0.96,1.37,0.14,0.41,0,0.41,0.27,0,0.41,3.83,0.27,0.14,0.96,0,9.43
