stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,7,20,0,0,0,7,0,0,0,0,0,0,0,0,0
72hpf,3.1,4.51,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0.28,1.41,0,23.68,0,1.41,1.69,0,8.74,4.79,0,0,0,34.95,0,0,0.85,0,0,0.28,0,0,0
21Day,1.11,2.22,0,2.96,0,1.48,0,0,0,0,0,0,0.74,0,0.37,1.48,0.37,35.52,0,0,9.99,0,7.4,1.11,0,0,0,13.69,0.74,0,0.74,0,0.37,0,0,0,0
3Month,0,3.33,0.1,1.66,0,0,0.1,0.31,0.62,0,25.9,0.83,0,1.04,0.21,0.52,0.62,13.21,4.47,0,2.91,0.21,0.21,0,0.94,0.21,0,14.25,0.52,1.35,0,0,0,0,1.25,9.67,0.62
22Month,0.27,9.84,0.27,2.19,0,0,0.27,0.14,1.09,1.5,89.92,0.27,0.41,2.6,0,0.27,0.96,11.07,0.68,2.73,1.78,0.27,0.27,0.14,0.68,0.14,0.41,16.94,0,0.55,0.14,0.14,0,0,1.78,0,0.68
