stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,10,0,0,0,0,2,47,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.41,0,0.56,0,0,0,0,0,0,0,0,0.56,0.85,0,3.38,0,0.56,0,0,10.15,5.07,0.28,0.28,1.41,0,0,1.13,0,0,0,0,0
21Day,0.37,1.11,0,4.44,0.74,1.48,1.11,0,0.74,0,0,0,0.37,0,0,0,0,4.07,0,0.37,0.74,0,9.25,3.33,0,1.11,2.59,0.74,0,1.11,0.37,0.37,0,0,0.37
3Month,0,0.52,0.21,5.3,0.1,0,0,0.52,0.73,0,3.74,0.62,0.21,1.77,0.42,2.81,0.42,1.46,0.31,0.1,0.52,0.42,0.31,0.1,0.21,1.25,0,0.42,4.58,0.52,0,0.1,0.42,2.29,0.42
22Month,0,0.14,0,0.96,0,0,0.14,0.14,1.09,1.09,10.66,0.68,0.68,1.23,0.14,0.82,0.96,1.09,0,0.55,0,0,0.41,0,0,1.23,0,0,0.41,1.64,0,0,0.14,0,0.14
