stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,6,7,0,0,0,0,3,34,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,83.43,1.69,0,3.95,1.97,1.41,0,0.56,0,0,0.56,0,0,0,0,0.28,0,1.69,6.2,1.13,7.05,0,0,0,0.28,48.48,20.01,0.28,0.28,7.05,0,0.28,2.54,0.28,0,0,0,0,0
21Day,45.14,0.74,0.74,9.25,0,7.4,0,0.37,0,0,0,0,0,2.96,0,3.33,0.74,1.85,5.55,2.96,9.25,0,0.37,3.33,0,20.72,7.4,0,0,6.29,1.48,1.48,1.11,0.37,1.48,1.11,0,0,2.96
3Month,6.24,0.83,0.83,16.54,0,0,0.1,0.21,0,1.66,5.82,0,0,13.21,6.76,1.04,8.84,1.35,5.72,7.91,8.53,1.98,0.1,1.35,0.73,1.04,0.52,1.04,0.52,2.29,1.66,140.63,0.42,0,0,0.1,2.81,12.9,6.35
22Month,2.73,1.37,0.68,6.15,0,0,0.14,0.82,0.14,2.73,13.12,1.91,0,23.23,3.83,3.01,11.21,0.14,0.68,14.89,4.92,0.14,0.82,0.68,0,0.27,0.14,0.96,0,2.32,0.55,20.36,0.55,0.14,0,0,0.27,0.14,3.83
