stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.79,0.28,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,84.73,2.22,0,0,0,0,0,0,0.37,0,0,0,2.22,12.21,0,1.48,0,0,0,0,2.59,1.48,0,0.37,0.74,1.11,0,0.37,1.11,0,0,0,0
3Month,0.21,0.52,0.94,529.03,0,2.29,0.31,0.1,1.35,4.37,0.83,13,5.3,0.1,7.59,4.37,115.25,3.33,6.24,1.04,0,1.25,1.56,0.52,0.31,1.87,0.83,0.1,3.33,3.33,0.21,0,0.1,1.04,2.08,3.64
22Month,0.14,0,0,12.16,0,0,0,0,0,0.41,0,2.32,0,0,0.55,0,6.42,0.55,0.55,0,0.14,0,0,0,0.14,0.82,0,0,0,0.82,0,0,0,0,0,0
