stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,63,16,0,76,13,2,0,0,0,0,1,1,0,0,0,0,0,17,10,179,0,0,0,1,37,864,1,0,36,0,0,0,0,0,30,0,0,0
72hpf,14.94,3.38,0,38.33,56.93,8.46,1.13,0,0,0.28,0,0,0.56,0,1.69,0,7.05,30.72,3.1,74.41,0,1.13,1.13,0.56,152.48,276.77,1.13,2.25,363.87,0,0.28,10.99,1.69,0.28,35.51,0,0,0
21Day,10.73,1.85,0,17.02,14.8,8.14,2.22,0,0,1.11,0,0,2.59,0.74,3.7,1.85,1.11,7.4,2.22,64.75,0,0,34.04,0,91.02,120.99,0.74,2.96,109.15,5.55,0.37,27.01,5.55,5.92,3.33,0,0,1.85
3Month,0.21,2.5,0.1,4.37,1.77,0,0,0.1,0.94,4.68,0.1,0,5.72,1.35,0.21,1.77,0.21,1.66,1.98,47.33,39.53,0.1,4.89,0.21,2.5,3.85,0.52,2.7,14.04,0.21,1.87,44.73,0.31,0.1,7.18,0.73,1.98,0.94
22Month,0,2.05,0.14,3.42,0.55,0,0.14,0,1.09,3.42,2.05,0,15.03,1.78,1.09,3.14,0.14,0.82,2.32,21.86,0.96,0.96,3.69,0,2.87,3.42,0.96,0.96,6.7,0,2.87,96.88,2.19,0,2.73,0,0,1.23
