stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,17,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.69,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,53.55,0,0.56,0,0,0,0,4.79,1.69,0,0,0.28,0,0,0,0,0,0,0
21Day,0,0,0,14.43,0,0,0,0,0,0,0.37,0,0.37,0.37,0.74,0.37,0,19.98,0.37,1.85,0,0,0,0,1.48,0,0,0,0.37,0.74,0.37,0,0,0,0,0.37
3Month,0.52,0.52,1.14,51.28,0,0,0.21,0.21,0.1,3.43,3.85,0,13,4.47,0.73,20.49,2.08,4.47,4.06,2.91,0.52,0.1,1.25,1.46,0.52,0,0.62,0.1,0.1,0.42,10.09,0.1,0.1,1.46,1.56,6.66
22Month,0.14,2.46,1.5,13.8,0,0,0.27,0.14,0,2.73,6.01,0.82,27.6,4.65,1.64,22.27,0.96,1.37,6.83,3.14,0,1.37,0.96,0.14,0.27,0.14,0.82,0.14,0,0.27,0.96,0.27,0.14,0.55,0,4.1
