stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,4,3,73,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.23,4.79,0.56,0,0,0,0,0,0,0,0,1.41,3.95,0,1.13,0,0,0.28,5.64,6.48,0,0,0.28,0,0,3.38,0,0,0,0,0
21Day,0.37,0,0,1.48,2.59,0,0.37,0,0,0,0,0,0,0,0.74,1.48,0,0,0,0.37,0,2.96,1.48,0,0,0,0.37,0,2.22,0.37,0,0,0,0
3Month,0,0.62,0.62,24.76,2.91,0,0.1,1.25,1.98,0.1,13.11,2.81,0.31,4.26,8.84,4.16,3.54,2.39,0.1,0.62,2.08,7.18,0.62,0.83,0.31,0.31,1.56,18.62,0.31,0,0.42,1.25,344.82,1.87
22Month,0,0.14,0,9.98,0.41,0,0,0,0,0.27,1.23,0,0,0,0.82,0.96,0.41,0.82,0,0.14,0.27,1.23,0.27,0,0.14,0,0.14,10.66,0.14,0,0.14,0,1.23,0.27
