stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,7,0,0,0,0,0,0,1,0,0,1,0,4,5,10,6,0,0,0,0,4,41,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,1.97,0,3.38,1.13,1.41,0,0,0.28,0,0,0,0,0,0,2.25,5.92,1.41,4.23,0,0,0,0,35.51,14.37,0,0,0,2.25,0.28,0,1.13,0.56,0.28,0.28,0,0,0
21Day,2.96,0,0,12.58,0,19.61,8.51,0.37,1.11,0,0,0.74,0.37,4.44,0.74,3.7,4.81,5.92,8.51,0,0,1.48,0.37,11.1,13.32,0,0,0,4.44,1.48,0.37,0.37,0.37,0.37,1.85,0.37,0,1.48
3Month,0.21,0.42,0.31,7.8,0,0,0.1,0.83,2.39,0,0,6.97,2.6,0.52,2.91,3.54,2.39,3.33,3.43,1.25,0,1.56,1.35,0.73,0,0.62,0.1,0,0.52,0.42,8.74,0.1,0,0,0.1,1.77,3.22,2.6
22Month,0,0.41,0.96,1.64,0,0,0.14,0.82,6.29,1.23,0,11.48,0.68,0.55,2.6,0.96,0.41,4.24,1.5,0,0.14,0,0,0,0.14,0.27,0,0.55,0.27,0,2.05,0.41,0,0,0,0.27,0,0.68
