stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0,0,0.56,0,0,0,0,0.28,0,0,0,0,0,0.28,1.69,0,3.38,0,0,0.28,119.5,5.92,0.28,6.2,0,1.97,0,0,1.41,1.41,1.41,0.85,0,0,0
21Day,0,0,1.48,1.11,0,0.37,0,0,0,0,0,0,0.37,0,0,1.48,0,5.92,0,0,0.74,43.66,1.11,0,7.03,0,2.96,1.85,0,0,6.29,17.02,0,0,0,0.37
3Month,0,0,2.6,0,0.21,0,0,0,0.31,0,2.39,0.42,0.1,0.73,0.1,0.83,0.62,1.98,0.31,0,0.73,0.73,0.42,2.91,8.01,0,0,0.1,4.16,0.1,0,0,0.21,0.1,2.18,0.1
22Month,0.27,0.27,5.06,0,0.14,0,0.14,0.27,0.55,0.27,7.93,0.14,0.14,0.41,0,0.14,0.96,2.73,0,0.14,0.14,1.91,0,0.68,2.32,0.27,0.41,0.14,3.55,0.14,2.32,0,0,0,0,0.27
