stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,0,0.28,0,0,0,0,0.56,1.13,0,0,0,0,0,0.56,0,0,0,0
21Day,0,0,0,1.11,0,0,0,0.74,0,0,0,0,0.37,0,0.37,0.37,0,0,0.37,1.11,0,0,0,0,0,0.37,0.37,0,0.74,0,0,0,0,0,0,0.37
3Month,0.21,2.81,0.83,28.92,0,0,2.29,0.73,0.21,18.62,8.32,0.21,29.64,3.85,1.35,37.65,1.14,7.59,8.11,11.23,1.87,0.21,4.06,1.77,0.52,0.21,4.89,0.1,0.42,1.14,10.51,0.1,0.31,1.98,2.81,11.75
22Month,0,2.05,1.5,6.15,0.14,0,0.68,0.68,0,3.01,13.25,1.37,30.34,1.64,1.5,19.27,0.27,1.09,4.24,6.15,0.14,2.19,3.96,0,0.14,0.14,1.64,0.41,0.27,0.14,4.51,0.27,0.14,0.14,0,7.11
