stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,0,0,0,0,28,50,1,0,0,0,0,0,0,0,0,6,0,0,0
72hpf,2.25,1.41,0,3.1,57.22,3.66,0,0,0,0,0,0,0,0,0,0,0.56,23.96,0.28,18.32,0,0.56,0,0,230.55,106.54,1.13,8.46,0,35.79,0.85,0.28,39.74,21.14,12.97,8.17,0,0,0
21Day,6.66,0,0,6.66,14.43,9.62,0,1.11,0,0.37,0.37,0,0.37,0,1.48,1.11,4.81,20.72,4.07,21.46,0,0.37,1.48,0,140.96,25.16,2.59,35.89,0,7.03,4.81,2.59,35.89,68.82,22.2,2.96,0,0,0
3Month,0.83,1.66,0.31,5.2,3.12,0,0.1,0,0.21,0.94,2.39,0.31,5.62,1.46,0.62,3.12,0.52,13.52,22.26,39.63,9.15,0,0.73,0.1,23.51,1.87,4.37,40.98,0,0.73,0.94,59.6,20.8,0.52,0.1,3.12,1.25,6.35,1.14
22Month,0.27,1.37,0.14,2.73,1.37,0,0.55,0.14,0,0.27,2.6,1.64,15.71,0.55,0.55,3.28,0.41,8.88,20.77,17.63,0.82,0.55,0.41,0,15.44,2.19,4.92,36.9,0.27,0.14,0,10.52,54.8,34.71,0,2.05,0,0,0.14
