stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,10,0,0,0,0,6,164,0,0,1,0,0,0,0,0,6,0,0,0
72hpf,4.23,0.56,0,1.41,20.57,2.54,0,0,0,0.28,0,0,0,0,0,0,0,6.2,0.56,76.1,0,0.56,0,0,193.35,112.74,0,0,20.86,0,0.28,1.41,0.56,0.56,12.4,0,0,0
21Day,4.44,0.37,0,5.18,5.92,6.29,0,0.37,0,0.37,0,0,0,0,1.48,1.11,0,5.18,1.11,106.93,0.74,0,1.11,0,91.02,35.89,0.37,0.74,9.62,4.44,0.37,0.74,1.11,2.59,9.62,0,0,1.48
3Month,0.1,0.31,0.1,18.52,0.62,0,0.1,0,0.42,1.46,0,0,2.08,0.73,0.21,1.14,0,6.76,0.52,23.3,26.32,0,1.66,0.1,4.16,1.25,0.83,0,0.1,0.31,2.5,6.97,0,0,2.6,0.42,0.62,0.62
22Month,0,0.14,0,3.01,0.14,0,0.14,0,0,0.41,0.14,0,3.28,0.14,0.14,0.27,0,0.14,0,16.12,5.19,0.41,0.41,0,4.51,0.14,0.96,0.14,0,0,5.88,13.12,0.55,0,0.41,0,0,0.41
