stage,Endothelial_cell,Enterocyte,Epithelial_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,1.13,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0.37,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.1,0,3.12,0.1,0.52,2.7,3.12,124.3,0.1,1.14,0,1.66,0.94,0.31,0.21,0.31,0.1,0.1,0.1,0.1,0.21,0.31,0.62,0.1,0.62,0.83,0.31
22Month,0.27,0,0,0,0,0,0.27,7.65,0,0.14,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
