stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,0,11,223,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.41,0,3.1,1.97,1.13,0,0,0,0,0.28,0,0,0,0,1.69,7.89,0.28,4.79,0,0,0.56,0,37.49,41.15,0.56,0.85,3.38,0,0,3.95,0.56,0.28,1.69,0,0,0
21Day,3.33,1.48,0.37,18.5,0.74,0.37,0,0,0,0,0,0,0,0.37,0.74,1.11,13.32,1.85,5.18,0,0,1.11,0,19.61,20.35,0.37,1.11,0.74,2.59,0.37,2.59,1.11,0.37,1.48,0,0,0
3Month,0.1,0.31,0.73,9.78,0,0,0.1,1.66,1.14,0,0,7.91,0.52,0,6.97,0.83,4.06,0.62,1.56,0.21,0,0.83,0.52,1.35,0,0.52,0.52,0.1,1.25,2.5,0,0,0,0,0.21,3.22,0.62
22Month,0,1.09,0.96,4.92,0,0,0.27,1.37,0.41,0.55,0,16.81,0.55,0,9.29,0.41,0.27,1.37,0.55,0,0.41,0.55,0,0.14,0.14,1.09,0,0,0.14,0.55,0,0.41,0,0,0,0,0.14
