stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0,0.85,0,0.56,23.11,0.56,0,0,0,0,1.41,0.56,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0
21Day,0,0.37,0,2.22,0.74,0,0.37,0,1.85,0,0.74,0.37,1.11,0.37,0.37,1.85,147.25,2.59,0,0,0.37,0,4.44,0.37,0,0,0,0.74,3.33,0,0,0.37,0.37,0,0,0,0
3Month,0.1,0.62,0.62,9.36,0,0.73,0.21,1.04,9.78,0,46.5,3.64,0.21,6.55,0.62,3.85,318.08,4.37,0.73,0.21,1.04,0.83,0.31,0.31,0.42,0.42,0,0.1,2.81,2.39,0.21,0,0,0.1,0.52,1.77,3.22
22Month,0.27,2.32,0.27,5.06,0,0.41,0.41,0.68,52.75,1.23,22.14,3.28,0.14,3.83,0,1.09,370.73,4.1,0,1.91,0.41,0.14,0.41,0.14,0,0.82,0.14,0.14,0.41,0,0.55,0.41,0,0,0.14,0,0.41
