stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,3,169,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,1.13,0,2.25,0.56,1.13,0,0,0,0,0.56,0,0,0,2.54,1.41,0,8.46,0,0,0,0.28,44.81,52.99,0,0.28,0,5.07,0.28,0,8.46,0,0,0.56,0,0,0
21Day,0.37,0.74,0.37,6.29,0.37,1.48,0,0,0,0,0.37,0,1.11,0.37,0,1.48,0,4.44,0,0,0.37,0,22.2,35.15,0.37,0.37,0,2.96,1.48,0,2.59,0.37,0.37,1.11,0,0,0
3Month,0,0.62,0.62,12.69,0,0,0.1,1.77,0.62,0.1,26.42,0.73,0.31,5.82,0.52,3.85,0.52,6.45,1.46,0,0.21,1.66,0.21,1.46,0.62,0,0,0.83,0.1,1.14,0.21,0,0,0.42,10.82,0.42,0.31
22Month,0,0.41,1.37,4.51,0,0,0.14,0.41,0.41,2.87,47.14,0.27,0,6.97,0.14,1.23,0.27,3.01,0,0.82,0.27,0,0.14,0.55,0.55,0,0.14,0.27,0,1.78,0.14,0.27,0,0,0.55,0,0.14
