stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,5,0,17,1,0,0,0,0,0,0,1,0,0,0,0,2,5,5,31,0,0,0,1,6,157,1,0,4,0,0,0,0,0,0,1,0,0,0
72hpf,1.41,0.28,0,1.41,1.13,1.97,0,0,0,0,0,0,0,0,0.28,0,0.28,2.82,0,5.64,0,0,0.28,0,18.04,6.76,0,0,5.92,0,0,0,1.13,0,0,0,0,0,0
21Day,0,0.74,0,1.11,0,3.7,0,0.37,0,0.37,0,0,0,0,0,0,0.37,0,0,4.81,0,0,0,0,1.48,0.74,0,0,4.07,0.37,0,0,0.37,0,0.37,0,0,0,0.74
3Month,0,1.25,0.1,2.39,0.31,0,0.42,0.21,0.21,0.52,0,0,2.08,1.35,0.21,0.73,0.62,0.83,1.25,19.45,1.87,0,0.94,0,0.73,0.1,0.52,0.31,0,0.83,0.1,85.5,0.1,0,0,0.1,0.52,13.73,0.94
22Month,0,2.32,0,0.41,0,0,0.27,0.27,0,0.82,0.27,0,3.55,0.68,0.41,0.41,0,0.14,0.68,9.84,0.41,0.14,0.55,0,0.14,0.14,0.27,0.14,0.27,0,0,7.11,0.14,0.14,0,0,0.14,0,0.14
