stage,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,T_cell
3Month,0.1,0.31,0,0,1.25,0.1,0,0.1,0,0.31,0,0.1,0.1,0.1,0,0.1
22Month,0.14,0.14,0.41,0.14,6.42,0,0.14,0.82,0.14,0.14,0.14,0,0,0.27,0.27,0.27
