stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,1,31,1,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0.28,0.85,0,3.95,0,0,0,44.53,3.66,1.13,0.85,0,4.79,0,0.28,0.56,0.56,0.28,1.13,0,0,0
21Day,1.48,0.37,0,1.85,0.37,1.48,0.37,0,0,0,0,0,0.74,0,0,1.11,0,1.48,0,0,0,32.56,0.74,3.7,0,0,0.37,0.74,0,1.11,0,1.48,1.11,0,0,0.37
3Month,0.1,1.98,0.1,2.39,0,0,0,0.52,0.21,0,2.08,1.25,0,0.83,0.42,0.83,0.83,4.47,1.46,0.21,0.21,8.11,0,14.46,0.21,0,0,0.42,5.82,0.73,0.1,0,0.42,0.21,0.21,0.31
22Month,0,0.41,0,0.96,0,0,0,0.14,0.14,0.27,5.88,0.14,0.14,0.82,0,0,0.27,2.05,0,0.14,0,4.51,0,9.98,0,1.09,0,0,7.11,1.5,0,0,0.14,0.14,0,0.14
