stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.69,0,19.45,0,0,0,0,0,0,0,0,0,0,0.85,27.62,0.28,7.61,0,0,0.56,0,4.51,0.56,0,0,0,4.23,0,0,0.56,0,0,0.28,0.28,0,0,0
21Day,0,2.59,0,44.77,0.37,1.85,0,0,0.37,0,0.37,9.25,0.37,0,2.22,12.21,5.55,22.2,0,0,8.14,0,2.22,1.11,0,0,0,12.21,2.59,0,0.37,0,0.37,0,0,0,0,0.74
3Month,0.1,8.22,0.1,90.91,0,0,0.31,1.14,5.62,0.21,8.11,101.1,0.1,3.12,0.62,73.02,31.93,30.58,8.32,0,3.74,0.52,0.21,0.1,0.21,0.21,0,0.31,1.87,0.21,3.85,0.1,0,0,0.1,24.34,1.98,1.46
22Month,0.14,2.32,0.27,21.59,0,0,0.41,0.41,2.6,6.29,13.66,29.38,0.14,1.23,0.41,10.39,43.32,26.51,0.68,0.68,2.19,0,0,0,0.27,0,0.14,0.14,0.14,0,3.14,0,0.14,0,0,3.96,0,0.55
