stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.85,0,0.28,0,0,0,0,0,0,0.28,0,0.28,0,1.69,3.38,0,0.28,0,0.85,0,0.28,6.2,4.79,0,0,0,1.13,0.28,0,0,0.28,0,0,0
21Day,1.11,0.74,0,12.21,0.37,1.11,0,2.59,0,0,0,0,0,0,1.48,1.11,0,4.44,0.74,5.92,0,0,0.37,0.37,7.77,4.44,0,0,0,3.33,0.74,0.37,0.37,0,0,0,1.48
3Month,0,0.62,0,9.36,0,0,0.1,0.1,0.42,1.87,0,0,18.41,5.72,1.04,3.33,0.73,3.33,4.16,2.7,0.83,0.1,0.42,0.52,0.21,0.31,0.62,0.62,0,0.1,1.14,5.2,0.31,0,1.14,3.95,2.81
22Month,0,0.41,0.27,3.42,0,0,0.27,0,0.82,2.46,1.91,0,49.74,1.78,2.32,2.46,0.27,1.23,5.19,2.32,0,0.41,0.27,0,0.68,0,0.14,0.27,0.27,0.14,0.14,2.46,0.41,0,0.27,0,1.09
