stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,7.05,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0.28,0,0,0,0,2.25,1.41,0,0,0.28,0,0,0,0,0,0,0,0
21Day,2.96,0,0,94.72,0,3.33,0,1.11,0,0.74,0,0.37,0,4.07,0,0.74,7.77,2.96,4.44,0,0,27.75,0.37,5.92,1.48,0,0,0.74,4.07,0,0.74,0,0.74,0,0,0.37
3Month,0,0.42,0.21,49.51,0.1,0,0,0.31,0.31,4.37,0,4.26,2.6,0.73,2.91,2.6,2.91,5.1,1.35,0.42,0.1,103.29,1.66,0.21,0,0.31,0.1,0.1,1.04,1.35,0.1,0.21,0,0.52,0.73,1.77
22Month,0,1.09,0.68,25.14,0,0,0.41,0,0.55,4.92,0.14,5.33,0.68,0.68,0.41,0.55,0.41,3.83,1.09,0,0.27,57.8,0,0,0,0,0.14,0,0.41,1.09,0,0,0,0,0,1.09
