stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.37,0.85,0,1.69,18.88,0.28,0,0,0,0,0,0,0,0,4.23,0.56,2.25,0,0.28,0.56,0,2.82,2.54,5.64,0,3.38,0,0.28,0.28,0.28,0.28,0,0,0,0
21Day,12.21,0,0,10.73,19.61,0.37,0,0,0,0.37,0,2.96,0.37,0,2.59,0.37,4.81,0,0.74,1.11,0,1.85,2.22,0.74,0,4.07,1.85,2.96,0.74,0,0.37,0,0,0,0
3Month,0,0.21,0.1,19.66,7.39,0,0.73,1.14,0.21,3.64,1.04,0.1,1.77,0.94,3.74,0.83,1.46,3.43,0.21,0.42,1.25,0.31,0.1,5.1,0.1,0.21,1.14,78.43,0.1,0,0,0.1,0.52,60.85,2.5
22Month,0,0.55,0,7.11,1.91,0,0.14,2.05,0.41,6.97,0.14,0.14,0.55,0,0.41,0.96,2.73,0.41,0,0.14,0,0.14,0,5.6,0.27,0,0,18.86,0.14,0,0,0,0.14,0.41,0.27
