stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,16,0,0,0,1,0,1,0,2,0,0,0,0,12,2,3,18,0,0,0,1,27,122,1,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,17.19,1.69,0,12.68,2.54,10.99,0,0.28,0,0.56,0,0,0,0,0.56,0.28,7.05,19.45,3.66,58.34,0,4.51,13.53,0,1535.79,78.07,6.48,3.95,0,26.21,0.85,0.56,13.25,0.85,0.85,3.66,0,0,0
21Day,22.2,0.74,0.74,21.83,1.11,16.65,0,2.59,0.37,0.74,0.37,0,1.48,0.74,8.88,2.22,8.14,12.58,6.29,33.3,0,0,33.67,0,644.52,48.84,3.33,8.14,0,12.58,17.76,1.85,15.17,4.07,3.7,5.18,0,0,4.44
3Month,1.56,0.42,0.73,12.79,0.62,0,0.1,0.21,0.42,1.87,0,0,22.47,1.25,0.62,3.74,1.66,6.55,2.39,12.07,6.03,0,1.46,0.62,24.55,0.83,3.12,0.52,0,0.94,0.62,46.39,0.73,0.21,0,0.21,0.42,16.43,2.29
22Month,0.55,0.41,0.14,3.96,0,0,0.41,0.41,0.41,2.19,3.01,0,102.9,0.82,1.78,3.01,0.27,0.96,2.19,8.88,0.27,4.24,1.09,0.14,9.98,0.27,3.96,0.68,0.68,0.14,0.14,24.32,2.32,2.73,0,0.14,0,0.27,0.68
