stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,4,85,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0.56,0,3.1,0.28,1.69,0.28,0,0,0,0,0,0,0.28,0,1.13,5.07,0,8.74,0,0.28,0.28,0,50.73,21.14,0,0.28,0,6.2,0.28,0,1.69,1.41,0.56,0.28,0,0,0
21Day,1.85,1.11,0,14.8,1.11,2.59,0.74,0,0,0.37,0,0.37,0,2.22,0.37,0.37,3.33,0.37,13.32,0.37,0,1.48,0,17.02,11.1,0,0.37,0,6.66,1.48,0,0.74,0.37,0.74,0.74,0,0,1.48
3Month,0.1,0.31,0,5.62,0,0,0.1,0.1,0,0.83,0,4.06,0.94,0.31,0.52,0.31,0.52,0.62,1.56,0.1,0,0.1,0.21,0.21,0,0.42,0,0,0,0.21,3.02,0.21,0.1,0,0.1,0.52,0.31,1.25
22Month,0,1.37,0.27,2.6,0,0,0.27,0,0.14,1.09,0.27,8.06,0.55,1.09,1.09,0.41,0.55,1.78,2.6,0.27,0.55,0.41,0.14,0.27,0,0.27,0.14,0.27,0,0.27,0.68,0.27,0.14,0,0,0.27,0,1.5
