stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,0,0,11,0,0,0,0,0,0,2,0,0,0,5,305,2,2,0,0,0,3,32,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,15.78,2.25,0,0,0,0,0,0,0,0,0,0.85,268.88,0,2.82,0,0.28,0,13.53,5.36,0,0,0,2.82,0,0,0.28,0,0,0,0,0
21Day,0.37,0,0,45.51,1.85,0,0,1.48,0,0,0,0.37,0,0,1.48,54.76,0,1.48,0,0.37,0,3.33,2.22,0,0.37,0,0.37,0.74,0,0,0.37,1.11,0.37,0,0
3Month,0,0.1,0.1,55.23,0,0.52,0,39.01,0.73,0,0,4.68,1.25,1.46,8.01,1.14,0.62,0.73,0,0.21,0.21,0.21,0,0.62,0.1,0,0,0.21,1.25,0,0,0,0,1.14,0.21
22Month,0,0.14,0,5.19,0,0,0.14,3.42,0.27,0.27,0,5.06,0,1.23,0.27,0.14,0.27,0.27,0.27,0,0,0,0,0.14,0.14,3.69,0,0,0,0,0,0,0,0,0
