stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,6.2,14.94,0,0,0,25.65,0.85,0,0,0.85,0,0,0,1.97,1.41,0.28,0,0,0
21Day,2.22,0,0,5.18,0,2.96,0,0.37,0,0.74,0,0.37,0,1.48,0.74,0,1.11,7.77,71.41,0,0,0.74,69.19,0.74,0.37,0.37,2.22,2.59,0,0.74,4.81,4.81,0.74,0,0,0.74
3Month,0.31,0.31,0,4.58,0,0,0.1,0.21,0.1,1.46,0,6.14,1.04,0.1,15.29,0.52,0.94,52.84,22.99,0.62,0,1.56,1.77,0.1,0.1,0,0.1,0.73,1.35,0.21,0.21,0,0,0.21,0.42,0.73
22Month,0.27,0.27,0.14,3.14,0,0,0.14,0,0.14,1.23,13.53,13.39,0.41,0.14,2.05,0.14,0.41,22.27,1.5,0,0.14,1.09,2.05,0,0.27,0.41,0,0.14,2.19,0.68,0.68,0,0,0,0,0.14
