stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,3.38,0,0.56,0,0.28,0,0,0.85,0.85,0,0,0,0.85,0,0,0,0,0,0,0
21Day,0.37,0,0,4.81,0.37,0,0,0,0,0,0,0.37,0,1.11,0.37,0,4.81,0.74,0.37,0,0,0,0,1.11,0.37,0,0,0,0,0,0,0,0,0,0,0.37
3Month,0,0.52,0.52,11.75,0,0.31,0,0.1,2.81,2.18,0,12.38,2.91,0.21,14.04,0.73,1.14,4.16,1.14,0.31,0,1.04,0.73,0.21,0,0.94,0.42,0,0,0.42,1.56,0.1,0,0.73,0.21,5.41
22Month,0,1.5,1.64,11.07,0,0.27,0.41,0,4.1,6.83,0.55,32.52,2.73,1.37,28.15,0.55,1.78,4.65,2.05,0,0.55,1.5,0,0.14,0,0.96,0.27,0.27,0,0,1.09,0.41,0.14,0.27,0,3.69
