stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,1.13,0.85,0,0,0,1.41,0,0,0,0.28,0.28,0,0,0
21Day,1.11,0,0.37,5.18,0.37,1.48,0,0,0,0,0.37,0,0,0,0.37,0.37,0,3.33,0,2.22,0,0.37,11.1,4.44,1.48,0.37,0,0.37,2.96,1.85,0,0.37,0.74,0.37,0,0,0.37
3Month,0.1,0.1,0.42,4.58,0,0,0.1,0.1,0.1,1.35,1.98,0,5.41,1.77,0.21,4.16,0.62,0.94,1.66,1.77,0.42,0,0.52,80.3,0.1,0.21,0.31,0.1,0.1,1.35,2.7,0.21,0,0,0.62,1.87,0.83
22Month,0.14,0.41,0,0,0,0,0.14,0.14,0,0,0,0.27,2.05,0,0,0.41,0,0.14,0.14,0.68,0,0.14,0.14,15.44,0,0,0,0,0,0,0,0,0,0,0.14,0,0
