stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,14,1,0,0,1,0,0,0,0,0,0,0,2,10,6,32,0,0,0,1,5,297,0,0,7,0,0,0,2,0,0,0
72hpf,0.56,1.13,0,3.1,0.28,1.97,0,0.56,0,0,0,0,0,1.13,0,3.1,5.92,0.85,3.1,0,0.56,0.28,0,10.15,20.86,0,0,0.85,0.56,0,1.41,0.85,0,0,0
21Day,3.7,0.37,0,19.61,0.37,19.24,0,11.1,0,1.11,0,2.59,0.37,11.1,1.11,2.59,5.18,2.22,3.7,0,0,0.37,0,1.11,7.03,0.37,0,1.85,2.59,0.37,0.37,0.37,0,0,4.81
3Month,0,0.31,0.31,15.91,0,0,0.21,0.52,1.56,3.02,0,2.81,3.54,1.14,4.26,0.52,4.26,4.26,1.56,0.1,0,0.21,0.42,0.1,0.21,0.42,0.21,0.21,0.1,13.73,0,0,1.25,1.35,4.78
22Month,0.14,1.91,0.55,5.06,0,0,0.27,0.41,1.37,1.64,0.14,11.21,1.37,1.37,9.98,0,0.41,1.91,0.96,0.27,0.82,1.09,0,0,0,0.41,0,0.27,0,1.37,0,0,0.27,0,0.82
