stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,2,0,13,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.25,0.28,9.3,0,0.28,0,0.28,0,0,0,0,0,0,2.82,8.74,1.13,1.97,0,0.28,0,0,13.25,6.48,0,0,0,1.97,0,0,0.28,1.13,0,0,0,0,0
21Day,0,0,0,12.95,0.37,3.7,0,0.37,0,1.48,0,0,0.37,1.85,0.37,0,5.18,1.11,3.7,4.07,0,0,0,0.37,4.81,0.74,0,0,0,0.74,0.37,0,1.11,1.11,0,0,0,0,0.37
3Month,0,0.42,0.21,41.4,0,0,0.73,0.21,0.42,113.69,0,0,6.66,46.6,0,2.08,9.78,3.02,43.17,1.56,0.52,0,0.52,1.46,0.42,0.1,2.29,0.21,0,0.21,1.87,0.31,12.79,0.52,0,0,0.42,2.91,1.14
22Month,0,0.14,0.27,6.56,0.27,0,0.82,0,0.14,87.87,1.09,0,7.11,16.67,0.55,0.14,1.09,0.82,26.1,0.96,0,0.41,0.41,0.14,0,0.14,1.64,0.41,0.41,0,0,0,2.46,0.96,0.14,0.14,0,0,0.68
