stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.28,1.13,0,0,0,3.66,5.07,2.82,0,0,0,1.13,0,0,0.85,0,0.28,20.29,0,0,0
21Day,2.22,0.37,0,4.81,4.44,0,0.74,0,0.37,0,0,0,2.59,1.85,0.37,2.96,0.37,6.29,0,0,1.11,0.37,46.99,1.85,0,0.74,0,4.07,2.22,2.59,0.37,7.4,9.62,27.01,0,0,0.74
3Month,0.31,1.04,0.31,9.05,0,0,0,9.15,2.6,0.21,10.71,3.43,0.52,9.78,0.52,2.7,2.29,4.68,1.14,0.1,0.83,127.63,1.66,0.21,6.03,0,0,0.1,0.73,56.07,0.31,0,0,4.26,0.42,13.94,3.33
22Month,0,1.37,0.27,10.11,0,0.68,0,4.78,1.09,0.14,23.5,0.68,0.68,7.38,0,0.27,2.32,7.38,0.14,0.68,0.41,1.64,7.38,0.96,12.16,0.41,0.14,0.27,0.27,16.81,0.82,0.14,0,2.46,0,0,0.96
