stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.56,0,0,0,0,0.28,1.41,0,0,0,1.69,0,0,0,0,0,0,0
21Day,0.37,0,0,1.11,0,0,0.37,0,0,0,0,0,0,0,0,0.74,0,2.96,0,0,0,0,0.74,1.11,0,0,0,0.74,0.37,4.07,0.37,0,0,0,0.37
3Month,0.1,0.21,0.42,3.33,0,0.1,0.21,0.52,0.94,0,8.22,1.77,0.31,2.08,0.73,1.46,1.35,1.66,0.52,0,1.66,0.73,0.21,0.1,0.31,0.42,0,0.1,1.87,117.44,0.1,0.21,2.18,124.92,0.73
22Month,0,0.82,0,1.37,0,0.14,0.14,0.27,0.68,0.14,11.89,0.27,0.14,1.23,0.14,0.41,0.55,1.64,0.14,0.55,0.55,0,0,0,0.27,0,0.27,0,0,5.6,0.27,0,0.14,0.27,0.55
