stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,0,1.97,0.56,0,0.28,0,0,1.13,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.37,0,0,0.74,0.37,0.74,0,0.74,0,0.37,0,0,0.74,0.37,1.85,0,0,1.11,6.29,0.37,0,0,0,0,2.22,0.37,0,0,0,0.37,0.37,0,0.37,0,0,0,0,5.18
3Month,0.21,0.83,0.21,10.4,0.31,0,0.83,0.1,3.64,29.75,0,0,6.76,44.62,1.98,2.91,1.04,1.56,84.57,3.54,0.42,0.1,1.14,0.73,0.31,0.1,0.73,0,0,0.21,1.25,0.1,8.32,0.1,0,0.62,4.47,93.51
22Month,0.27,1.23,0.14,3.14,0.27,0,0.41,0.14,0.68,56.03,0.27,0,11.75,23.37,2.73,1.37,0,0.14,83.22,3.28,0,0.41,0.55,0,0.14,0.27,0.68,0.41,0.14,0,0.55,0,2.05,0.27,0.14,0,0,23.09
